date,value,7w_avg
2020-05-26,44.2,34.10000000000001
2020-05-26,7.6,32.328571428571436
2020-05-26,0.4,18.74285714285714
2020-05-26,3.2,18.771428571428572
2020-05-26,7.3,18.82857142857143
2020-05-26,1.5,11.071428571428575
2020-05-26,92.4,22.371428571428574
2020-05-26,1.5,16.271428571428576
2020-05-26,69.4,25.100000000000005
2020-05-26,0.8,25.157142857142862
2020-05-26,43.3,30.885714285714293
2020-05-26,10.6,31.35714285714286
2020-05-26,4.4,31.771428571428576
2020-05-26,13.1,20.442857142857147
2020-05-26,0.3,20.271428571428572
2020-05-26,66.7,19.88571428571429
2020-06-02,0.4,19.82857142857143
2020-06-02,3.3,14.114285714285717
2020-06-02,67.7,22.271428571428576
2020-06-02,3.3,22.11428571428572
2020-06-02,0.4,20.300000000000004
2020-06-02,75.1,30.98571428571429
2020-06-02,24.9,25.014285714285716
2020-06-02,0.4,25.014285714285716
2020-06-02,93.2,37.857142857142854
2020-06-02,12.4,29.95714285714286
2020-06-02,3.2,29.942857142857147
2020-06-02,1.4,30.08571428571429
2020-06-02,7.9,20.485714285714288
2020-06-02,17.4,19.414285714285715
2020-06-02,0.4,19.414285714285715
2020-06-02,7.8,7.214285714285716
2020-06-02,3.6,5.957142857142858
2020-06-02,95.5,19.142857142857142
2020-06-02,0.8,19.057142857142857
2020-06-02,17.9,20.485714285714288
2020-06-02,42.6,24.085714285714285
2020-06-02,73.6,34.54285714285714
2020-06-02,12.8,35.25714285714286
2020-06-02,6.4,35.65714285714286
2020-06-02,26.7,25.828571428571426
2020-06-02,13.1,27.585714285714285
2020-06-02,82.6,36.82857142857142
2020-06-02,73.3,41.214285714285715
2020-06-02,0.8,30.814285714285713
2020-06-02,11.6,30.64285714285714
2020-06-09,3.6,30.242857142857144
2020-06-09,75.5,37.214285714285715
2020-06-09,80.7,46.871428571428574
2020-06-09,68.9,44.91428571428571
2020-06-09,11.9,36.142857142857146
2020-06-09,13.6,37.971428571428575
2020-06-09,12.5,38.10000000000001
2020-06-09,19.3,40.34285714285714
2020-06-09,0.0,29.557142857142857
2020-06-09,1.2,18.2
2020-06-09,2.0,8.642857142857142
2020-06-09,1.4,7.142857142857143
2020-06-09,95.8,18.885714285714283
2020-06-09,0.4,17.15714285714286
2020-06-09,39.3,20.014285714285712
2020-06-09,3.5,20.514285714285712
2020-06-09,14.1,22.357142857142854
2020-06-09,10.1,23.514285714285712
2020-06-09,62.5,32.24285714285714
2020-06-09,37.5,23.91428571428571
2020-06-09,0.4,23.91428571428571
2020-06-09,93.0,31.58571428571429
2020-06-09,63.0,40.08571428571429
2020-06-09,6.2,38.957142857142856
2020-06-09,8.3,38.7
2020-06-09,7.1,30.78571428571429
2020-06-09,0.4,25.485714285714284
2020-06-09,0.8,25.542857142857144
2020-06-09,2.9,12.671428571428573
2020-06-09,24.5,7.171428571428572
2020-06-16,95.0,19.857142857142858
2020-06-16,9.8,20.071428571428573
2020-06-16,0.8,19.17142857142857
2020-06-16,14.5,21.185714285714287
2020-06-16,18.3,23.685714285714287
2020-06-16,7.9,24.400000000000002
2020-06-16,3.5,21.400000000000002
2020-06-16,,
2020-06-16,73.2,
2020-06-16,3.1,
2020-06-16,3.9,
2020-06-16,,
2020-06-16,0.0,
2020-06-16,76.8,
2020-06-16,1.4,
2020-06-16,64.2,
2020-06-16,12.0,
2020-06-16,1.2,
2020-06-16,0.7,22.32857142857143
2020-06-16,93.5,35.68571428571429
2020-06-16,11.4,26.342857142857145
2020-06-16,9.9,27.55714285714286
2020-06-16,23.2,21.7
2020-06-16,81.7,31.657142857142862
2020-06-16,3.4,31.97142857142857
2020-06-16,0.4,31.928571428571427
2020-06-16,0.7,18.67142857142857
2020-06-16,45.7,23.571428571428573
2020-06-16,9.8,23.557142857142857
2020-06-16,1.1,20.400000000000002
2020-06-23,0.3,8.771428571428572
2020-06-23,4.0,8.857142857142858
2020-06-23,9.3,10.12857142857143
2020-06-23,67.5,19.67142857142857
2020-06-23,,
2020-06-23,3.0,
2020-06-23,0.0,
2020-06-23,0.8,
2020-06-23,9.3,
2020-06-23,,
2020-06-23,4.0,
2020-06-23,44.0,
2020-06-23,25.2,
2020-06-23,8.6,
2020-06-23,74.8,
2020-06-23,2.0,
2020-06-23,15.9,24.928571428571427
2020-06-23,72.8,34.75714285714286
2020-06-23,9.7,29.857142857142858
2020-06-23,2.3,26.585714285714285
2020-06-23,78.2,36.52857142857143
2020-06-23,3.3,26.314285714285717
2020-06-23,8.6,27.25714285714286
2020-06-23,21.8,28.099999999999998
2020-06-23,13.3,19.599999999999998
2020-06-23,0.0,18.214285714285715
2020-06-23,92.7,31.12857142857143
2020-06-23,0.7,20.057142857142853
2020-06-23,93.9,33.0
2020-06-23,1.5,31.98571428571429
2020-06-30,2.9,29.285714285714285
2020-06-30,11.0,28.957142857142856
2020-06-30,5.7,29.771428571428572
2020-06-30,0.5,16.6
2020-06-30,0.7,16.6
2020-06-30,13.3,5.085714285714286
2020-06-30,3.7,5.4
2020-06-30,0.0,4.985714285714287
2020-06-30,66.7,12.942857142857145
2020-06-30,12.5,13.914285714285715
2020-06-30,1.6,14.071428571428571
2020-06-30,33.3,18.728571428571428
2020-06-30,90.6,29.77142857142857
2020-06-30,18.8,31.928571428571427
2020-06-30,3.3,32.4
2020-06-30,90.8,35.84285714285714
2020-06-30,11.4,35.68571428571428
2020-06-30,76.4,46.371428571428574
2020-06-30,73.1,52.05714285714286
2020-06-30,0.2,39.14285714285713
2020-06-30,0.2,36.48571428571428
2020-06-30,66.7,45.542857142857144
2020-06-30,2.0,32.857142857142854
2020-06-30,30.1,35.52857142857143
2020-06-30,23.6,27.985714285714288
2020-06-30,9.4,18.885714285714283
2020-06-30,6.2,19.742857142857144
2020-06-30,69.9,29.699999999999996
2020-06-30,50.0,27.314285714285713
2020-06-30,15.1,29.185714285714287
2020-07-07,4.3,25.499999999999996
2020-07-07,26.0,25.842857142857138
2020-07-07,77.8,35.614285714285714
2020-07-07,11.4,36.357142857142854
2020-07-07,66.7,35.9
2020-07-07,2.0,29.042857142857144
2020-07-07,0.1,26.900000000000002
2020-07-07,20.5,29.214285714285715
2020-07-07,0.7,25.599999999999998
2020-07-07,0.8,14.600000000000003
2020-07-07,74.0,23.542857142857144
2020-07-07,3.3,14.485714285714286
2020-07-07,0.4,14.257142857142858
2020-07-07,11.8,15.92857142857143
2020-07-07,33.3,17.757142857142856
2020-07-07,70.0,27.657142857142862
2020-07-07,9.4,28.885714285714283
2020-07-07,0.6,18.400000000000002
2020-07-07,6.8,18.900000000000002
2020-07-07,49.8,25.957142857142856
2020-07-07,12.0,25.985714285714284
2020-07-07,88.8,33.91428571428571
2020-07-07,9.1,25.214285714285715
2020-07-07,90.6,36.81428571428571
2020-07-07,37.9,42.14285714285713
2020-07-07,3.9,41.728571428571435
2020-07-07,6.1,35.48571428571428
2020-07-07,0.2,33.8
2020-07-07,12.8,22.942857142857143
2020-07-07,62.1,30.51428571428571
2020-07-14,62.0,26.428571428571427
2020-07-14,10.2,22.471428571428568
2020-07-14,1.1,22.071428571428573
2020-07-14,38.0,26.628571428571426
2020-07-14,0.6,26.685714285714287
2020-07-14,67.9,34.55714285714286
2020-07-14,11.4,27.314285714285713
2020-07-14,48.0,25.314285714285713
2020-07-14,75.9,34.7
2020-07-14,3.4,35.028571428571425
2020-07-14,4.9,30.3
2020-07-14,6.6,31.157142857142855
2020-07-14,14.1,23.471428571428568
2020-07-14,32.1,26.428571428571427
2020-07-14,89.5,32.357142857142854
2020-07-14,66.5,31.014285714285712
2020-07-14,12.2,32.271428571428565
2020-07-14,8.9,32.84285714285714
2020-07-14,0.7,32.0
2020-07-14,0.4,30.04285714285714
2020-07-14,0.4,25.514285714285712
2020-07-14,88.4,25.357142857142858
2020-07-14,9.2,17.17142857142857
2020-07-14,0.0,15.428571428571429
2020-07-14,7.1,15.171428571428573
2020-07-14,20.5,18.0
2020-07-14,5.0,18.657142857142855
2020-07-14,74.9,29.3
2020-07-14,0.4,16.72857142857143
2020-07-14,24.1,18.857142857142858
2020-07-21,38.5,24.357142857142858
2020-07-21,6.3,24.242857142857144
2020-07-21,10.1,22.75714285714286
2020-07-21,7.7,23.142857142857142
2020-07-21,8.6,13.671428571428573
2020-07-21,31.2,18.071428571428573
2020-07-21,0.0,14.62857142857143
2020-07-21,90.8,22.099999999999998
2020-07-21,0.2,21.228571428571424
2020-07-21,68.8,29.61428571428571
2020-07-21,12.7,30.328571428571426
2020-07-21,5.8,29.928571428571427
2020-07-21,0.3,25.514285714285712
2020-07-21,22.5,28.728571428571428
2020-07-21,77.6,26.842857142857138
2020-07-21,1.0,26.957142857142856
2020-07-21,0.4,17.185714285714287
2020-07-21,2.7,15.757142857142854
2020-07-21,65.2,24.24285714285714
2020-07-21,3.5,24.699999999999996
2020-07-21,9.7,22.871428571428567
2020-07-21,13.7,13.742857142857142
2020-07-21,7.0,14.599999999999998
2020-07-21,2.8,14.942857142857141
2020-07-21,70.8,24.67142857142857
2020-07-21,22.4,18.557142857142857
2020-07-21,87.2,30.514285714285712
2020-07-21,61.5,37.91428571428571
2020-07-21,46.0,42.528571428571425
2020-07-21,1.9,41.8
2020-07-28,0.4,41.457142857142856
2020-07-28,0.0,31.342857142857145
2020-07-28,0.5,28.214285714285715
2020-07-28,21.5,18.82857142857143
2020-07-28,51.3,17.37142857142857
2020-07-28,5.9,11.642857142857142
2020-07-28,6.4,12.285714285714283
2020-07-28,8.1,13.385714285714286
2020-07-28,11.9,15.085714285714285
2020-07-28,11.2,16.614285714285714
2020-07-28,46.7,20.214285714285715
2020-07-28,1.1,13.042857142857143
2020-07-28,87.7,24.728571428571428
2020-07-28,76.8,34.785714285714285
2020-07-28,10.3,35.1
2020-07-28,72.0,43.685714285714276
2020-07-28,2.7,42.471428571428575
2020-07-28,3.6,36.31428571428572
2020-07-28,77.8,47.271428571428565
2020-07-28,0.2,34.771428571428565
2020-07-28,72.4,34.142857142857146
2020-07-28,0.0,32.67142857142857
2020-07-28,91.2,35.41428571428572
2020-07-28,27.6,38.971428571428575
2020-07-28,22.2,41.628571428571426
2020-07-28,53.3,38.128571428571426
2020-07-28,8.9,39.371428571428574
2020-07-28,14.3,31.071428571428566
2020-07-28,2.2,31.38571428571429
2020-07-28,6.2,19.24285714285714
2020-08-04,74.7,25.97142857142857
2020-08-04,5.4,23.571428571428573
2020-08-04,27.3,19.857142857142858
2020-08-04,2.4,18.928571428571427
2020-08-04,19.7,19.7
2020-08-04,76.9,30.371428571428574
2020-08-04,0.0,29.485714285714288
2020-08-04,8.4,20.014285714285716
2020-08-04,91.2,32.27142857142858
2020-08-04,8.0,29.514285714285716
2020-08-04,51.0,36.45714285714286
2020-08-04,0.0,33.642857142857146
2020-08-04,5.0,23.371428571428574
2020-08-04,6.5,24.300000000000004
2020-08-04,80.3,34.57142857142858
2020-08-04,1.9,21.814285714285717
2020-08-04,15.1,22.82857142857143
2020-08-04,72.7,25.928571428571427
2020-08-04,0.4,25.985714285714288
2020-08-04,21.4,28.32857142857143
2020-08-04,72.1,37.699999999999996
2020-08-04,2.1,26.52857142857143
2020-08-04,11.1,27.842857142857145
2020-08-04,25.3,29.300000000000004
2020-08-04,13.3,20.814285714285717
2020-08-04,86.5,33.114285714285714
2020-08-04,0.8,30.171428571428574
2020-08-04,10.7,21.400000000000002
2020-08-04,12.1,22.82857142857143
2020-08-04,0.4,21.3
2020-08-11,2.3,18.014285714285716
2020-08-11,9.8,17.514285714285716
2020-08-11,8.4,6.357142857142859
2020-08-11,90.7,19.200000000000006
2020-08-11,56.8,25.785714285714285
2020-08-11,85.1,36.214285714285715
2020-08-11,12.0,37.871428571428574
2020-08-11,20.5,40.471428571428575
2020-08-11,9.9,40.48571428571428
2020-08-11,0.3,39.32857142857143
2020-08-11,10.0,27.800000000000004
2020-08-11,67.0,29.25714285714286
2020-08-11,4.8,17.78571428571429
2020-08-11,7.2,17.1
2020-08-11,82.4,25.942857142857147
2020-08-11,0.0,24.528571428571432
2020-08-11,13.5,26.414285714285718
2020-08-11,1.6,25.21428571428572
2020-08-11,76.0,26.5
2020-08-11,10.2,27.271428571428572
2020-08-11,0.0,26.242857142857144
2020-08-11,60.1,23.057142857142857
2020-08-11,0.5,23.12857142857143
2020-08-11,44.5,27.557142857142857
2020-08-11,2.1,27.62857142857143
2020-08-11,17.6,19.285714285714285
2020-08-11,0.7,17.92857142857143
2020-08-11,43.2,24.1
2020-08-11,4.9,16.21428571428572
2020-08-11,24.0,19.571428571428577
2020-08-18,1.0,13.357142857142861
2020-08-18,0.0,13.057142857142862
2020-08-18,80.4,22.028571428571436
2020-08-18,0.6,22.014285714285723
2020-08-18,86.9,28.25714285714286
2020-08-18,19.6,30.35714285714286
2020-08-18,39.4,32.557142857142864
2020-08-18,0.7,32.51428571428572
2020-08-18,47.6,39.314285714285724
2020-08-18,8.3,29.014285714285716
2020-08-18,67.3,38.542857142857144
2020-08-18,2.9,26.542857142857144
2020-08-18,0.0,23.742857142857144
2020-08-18,2.0,18.400000000000002
2020-08-18,1.6,18.528571428571436
2020-08-18,90.2,24.614285714285717
2020-08-18,71.2,33.60000000000001
2020-08-18,11.5,25.628571428571433
2020-08-18,1.5,25.428571428571427
2020-08-18,11.7,27.1
2020-08-18,84.4,38.871428571428574
2020-08-18,11.5,40.285714285714285
2020-08-18,8.1,28.557142857142857
2020-08-18,4.1,18.97142857142857
2020-08-18,20.9,20.314285714285717
2020-08-18,9.7,21.48571428571429
2020-08-18,10.7,21.34285714285715
2020-08-18,13.1,11.157142857142858
2020-08-18,60.6,18.171428571428574
2020-08-18,15.6,19.242857142857144
2020-08-25,1.1,18.814285714285717
2020-08-25,11.7,17.500000000000004
2020-08-25,85.3,28.300000000000004
2020-08-25,0.4,26.82857142857143
2020-08-25,88.4,37.58571428571429
2020-08-25,0.4,28.985714285714288
2020-08-25,0.4,26.814285714285717
2020-08-25,17.3,29.128571428571433
2020-08-25,19.9,30.300000000000004
2020-08-25,42.4,24.171428571428574
2020-08-25,1.4,24.314285714285717
2020-08-25,89.9,24.528571428571432
2020-08-25,13.7,26.428571428571427
2020-08-25,82.7,38.18571428571429
2020-08-25,63.6,44.800000000000004
2020-08-25,3.4,42.44285714285716
2020-08-25,10.8,37.92857142857143
2020-08-25,11.3,39.34285714285715
2020-08-25,3.8,27.042857142857144
2020-08-25,8.7,26.32857142857143
2020-08-25,8.2,15.685714285714287
2020-08-25,69.0,16.45714285714286
2020-08-25,44.8,22.371428571428574
2020-08-25,0.0,20.82857142857143
2020-08-25,2.5,19.571428571428573
2020-08-25,57.6,27.25714285714286
2020-08-25,0.4,26.071428571428577
2020-08-25,11.6,26.55714285714286
2020-08-25,10.3,18.171428571428574
2020-08-25,12.6,13.571428571428573
2020-09-01,0.8,13.685714285714287
2020-09-01,17.9,15.885714285714288
2020-09-01,0.8,7.771428571428573
2020-09-01,9.6,9.085714285714287
2020-09-01,7.8,8.542857142857144
2020-09-01,19.9,9.914285714285715
2020-09-01,57.6,16.342857142857145
2020-09-01,90.4,29.142857142857142
2020-09-01,11.1,28.171428571428574
2020-09-01,1.5,28.271428571428576
2020-09-01,1.2,27.071428571428573
2020-09-01,0.0,25.95714285714286
2020-09-01,41.3,29.014285714285716
2020-09-01,12.2,22.528571428571432
2020-09-01,1.2,9.785714285714288
2020-09-01,88.9,20.900000000000002
2020-09-01,10.9,22.242857142857144
2020-09-01,9.3,23.400000000000002
2020-09-01,,
2020-09-01,10.0,
2020-09-01,8.4,
2020-09-01,6.3,
2020-09-01,3.6,
2020-09-01,0.4,
2020-09-01,0.0,
2020-09-01,82.1,15.828571428571431
2020-09-01,84.3,26.442857142857147
2020-09-01,65.7,34.628571428571426
2020-09-01,,
2020-09-01,7.3,
2020-09-08,0.8,
2020-09-08,10.5,
2020-09-08,2.3,
2020-09-08,12.9,
2020-09-08,65.0,
2020-09-08,0.0,14.114285714285716
2020-09-08,11.1,14.657142857142858
2020-09-08,1.1,14.700000000000003
2020-09-08,,
2020-09-08,81.9,
2020-09-08,57.6,
2020-09-08,9.2,
2020-09-08,12.2,
2020-09-08,8.7,
2020-09-08,38.7,
2020-09-08,3.0,30.185714285714287
2020-09-08,85.3,30.671428571428574
2020-09-08,2.7,22.82857142857143
2020-09-08,0.0,21.514285714285712
2020-09-08,87.8,32.31428571428572
2020-09-08,20.7,34.02857142857143
2020-09-08,,
2020-09-08,14.7,
2020-09-08,8.5,
2020-09-08,9.4,
2020-09-08,15.1,
2020-09-08,90.2,
2020-09-08,0.8,
2020-09-08,1.3,20.000000000000004
2020-09-08,2.8,18.300000000000004
2020-09-15,4.4,17.714285714285715
2020-09-15,0.8,16.485714285714288
2020-09-15,88.3,26.942857142857147
2020-09-15,90.1,26.928571428571427
2020-09-15,2.9,27.228571428571428
2020-09-15,68.6,36.84285714285715
2020-09-15,17.4,38.92857142857143
2020-09-15,10.7,39.82857142857143
2020-09-15,10.8,41.25714285714286
2020-09-15,8.1,29.8
2020-09-15,0.0,16.928571428571434
2020-09-15,1.2,16.68571428571429
2020-09-15,8.6,8.114285714285717
2020-09-15,11.1,7.214285714285718
2020-09-15,79.6,17.05714285714286
2020-09-15,,
2020-09-15,1.2,
