date,var1,var2,var3,var4,var5,drift_period
1991-05-06,5.876314935,10.01171096,11.19340581,14.35508751,9.478207566,0
1991-05-13,6.700590307,10.62130012,10.54928811,13.67091928,6.189689207,0
1991-05-20,4.719787252,10.23879999,10.62772149,11.977529,4.579463566,0
1991-05-27,5.864967389,10.44773043,10.49762863,13.35611333,4.162915879,0
1991-06-03,1.183870756,10.53935307,8.698645221,7.085767513,0.7603827485,0
1991-06-10,4.09492694,10.13349792,9.852561468,10.31880979,1.055309905,0
1991-06-17,2.80362539,8.213500883,8.628450952,8.421055036,3.482711754,0
1991-06-24,1.843676051,8.135561687,8.515428368,10.84332971,4.832777244,0
1991-07-01,1.651760777,8.08257995,8.398623462,7.454327302,9.792036636,0
1991-07-08,-1.010252316,7.048625473,6.61147975,6.142487933,12.05751241,0
1991-07-15,0.1837497907,8.410767255,6.448701177,8.426147234,11.24699687,0
1991-07-22,0.2040881363,6.817950516,6.182701217,8.955483066,13.62068199,0
1991-07-29,0.7942781845,6.611261926,5.484507379,3.871348555,13.62436377,0
1991-08-05,-1.698593952,6.122557535,6.327144554,5.276449252,11.01813443,0
1991-08-12,-2.444106894,6.257860566,4.656000662,1.909064808,8.101036785,0
1991-08-19,-2.544310784,4.938467818,4.479672869,-2.736736793,7.291123229,0
1991-08-26,-1.479517212,3.188248723,4.587275186,5.086459565,5.111541034,0
1991-09-02,-2.358529019,4.672407823,3.671645109,6.09943594,3.58915429,0
1991-09-09,-3.444841417,3.473561893,3.927078431,4.911119214,4.278772498,0
1991-09-16,-2.561441654,3.516674231,4.204017543,-1.80339424,4.034351064,0
1991-09-23,-3.066466821,4.622819648,3.870025427,2.983907339,5.524386592,0
1991-09-30,-2.211355009,5.338283071,4.053306571,-2.55504328,9.20908297,0
1991-10-07,-3.825597464,4.257727206,3.971789573,8.345558952,11.90958595,0
1991-10-14,-3.322371234,4.754123925,3.688055758,1.187127167,12.23827439,0
1991-10-21,-3.187189367,6.427133731,4.885715392,8.491129615,15.29163498,0
1991-10-28,-3.990795076,5.313473051,5.950186408,7.910328803,12.40460008,0
1991-11-04,-1.898799052,8.086763785,5.494281486,2.783309613,12.33749983,0
1991-11-11,-1.541498469,6.522955905,6.070078318,2.559091405,10.63856979,0
1991-11-18,-1.350499835,4.72362395,6.830748086,7.535497358,7.967197966,0
1991-11-25,-1.094910867,7.813017887,6.425011018,4.526704155,6.019326235,0
1991-12-02,-1.738986602,8.057542525,8.527641469,7.983838066,7.195993269,0
1991-12-09,-0.173669758,9.616728319,8.428139963,6.878492792,4.28557154,0
1991-12-16,0.500707162,9.67660303,9.819350128,3.659946435,8.526302393,0
1991-12-23,0.6550393295,9.558860615,9.330800101,3.005912541,8.41351092,0
1991-12-30,1.918714288,9.175701764,11.30903096,11.08005275,10.49205514,0
1992-01-06,3.106734258,10.89366014,11.49026115,9.418010162,13.29985621,0
1992-01-13,5.202764223,10.94605787,12.07309836,10.13730887,17.24484708,0
1992-01-20,4.087602248,11.89250099,12.59003666,14.56061595,14.66995137,0
1992-01-27,4.741166251,13.71219426,12.99935155,16.64394269,14.35466329,0
1992-02-03,4.945877818,15.41022824,14.34058956,12.92268957,13.46074709,0
1992-02-10,3.596842076,14.71028482,14.38579323,13.29381717,12.22872147,0
1992-02-17,5.936039865,13.64667068,13.85901889,16.34298284,8.177650554,0
1992-02-24,6.415149539,15.759522,14.7563261,11.24411262,7.906725948,0
1992-03-02,9.150522241,16.92391161,15.63435725,16.39673929,8.31846592,0
1992-03-09,6.762720249,15.46529831,16.23008071,17.73073913,6.58786302,0
1992-03-16,7.456256429,16.22069192,16.32641484,18.39539971,7.092395212,0
1992-03-23,7.248832601,16.57823257,17.17302977,10.75328626,8.658223691,0
1992-03-30,6.171321962,15.91510169,15.72444907,14.41593419,12.5985117,0
1992-04-06,8.466367185,17.4118248,16.83533834,14.12875461,13.29778309,0
1992-04-13,7.98664212,16.63376094,15.84571947,17.05436995,17.86131525,0
1992-04-20,7.86611316,17.09461366,17.05493736,18.11731495,18.89690412,0
1992-04-27,5.937892673,15.63978795,16.48005077,21.01741135,17.03183201,0
1992-05-04,7.95771364,15.87746103,16.52472432,14.83002289,15.5040982,0
1992-05-11,4.800702678,16.7649351,15.61061226,14.54983625,14.52723813,0
1992-05-18,6.382470385,15.34278014,16.35534576,19.16462935,12.29822018,0
1992-05-25,7.530779359,17.06728758,15.86118607,16.23005455,8.378394978,0
1992-06-01,3.853079535,14.52397967,15.21538801,18.72657039,7.398363653,0
1992-06-08,3.746726706,14.69770916,14.40826581,15.33920844,6.414108195,0
1992-06-15,3.856229687,14.92916915,14.28650696,10.52522847,9.094145609,0
1992-06-22,2.679207747,12.08431767,13.14923712,9.503298337,11.24301202,0
1992-06-29,1.049336569,11.23919119,13.42777783,8.345463253,11.65007436,0
1992-07-06,2.085879574,10.97166028,13.32205705,14.4834721,14.96841696,0
1992-07-13,0.3811179648,13.26600578,12.53872696,15.56921215,15.96766541,0
1992-07-20,1.360567995,10.97511742,11.16217433,17.07506199,17.36474456,0
1992-07-27,-0.5630400945,13.63458343,11.2570928,13.60570014,18.62609827,0
1992-08-03,1.409610671,10.09542867,10.01310549,14.148192,16.08213122,0
1992-08-10,-1.378866584,10.46893801,10.57058186,8.544337711,14.49575237,0
1992-08-17,-1.324615257,11.49955621,10.18274797,6.488198809,10.87610995,0
1992-08-24,-0.5414021121,11.69117356,8.750172501,12.23531867,10.67137692,0
1992-08-31,-2.878144445,11.53422345,8.89182795,10.72576213,9.180645467,0
1992-09-07,-1.647621279,10.53328502,9.183349338,9.64725191,8.307496379,0
1992-09-14,-0.7275663328,10.26935344,9.094861039,10.40740535,9.796066373,0
1992-09-21,-3.731027605,9.828982579,8.631717162,10.20601208,12.05667902,0
1992-09-28,-1.955366141,10.07836108,9.494489365,13.15145058,13.48513185,0
1992-10-05,-1.823661576,8.885269913,9.562192434,13.32141238,15.24735332,0
1992-10-12,-1.172886215,8.827092029,9.548156347,11.27795197,20.42049376,0
1992-10-19,-2.992031924,9.921544329,9.547023036,12.4623274,18.93027167,0
1992-10-26,-2.807736741,10.10253525,10.79707343,11.81490753,19.27832111,0
1992-11-02,-0.6329777639,10.23185262,11.51278423,9.301571474,19.12645303,0
1992-11-09,-0.4655690676,11.85383371,10.91566552,13.42714028,19.62563351,0
1992-11-16,-0.06512044086,12.63969192,11.37830325,7.500901502,12.55893523,0
1992-11-23,0.5261244758,12.34808315,12.5052801,15.42135092,12.23421392,0
1992-11-30,0.0363594182,14.35391422,12.69736945,9.29281532,9.817366501,0
1992-12-07,1.519229262,12.38528645,13.45727696,14.38438543,9.797665325,0
1992-12-14,2.176494152,14.00976222,14.57324825,11.6679598,10.56486865,0
1992-12-21,1.782965181,14.18049428,13.94263855,16.55748355,12.05072917,0
1992-12-28,4.985774511,13.73346338,16.25915116,15.49822432,15.55870864,0
1993-01-04,4.216516322,16.22000272,16.33902366,11.51841553,16.54911317,0
1993-01-11,3.165274824,16.87483081,16.79083175,18.25867721,20.8617269,0
1993-01-18,5.609578044,19.18647418,17.62840736,15.9392621,20.91854731,0
1993-01-25,4.54893419,18.95442754,18.30483054,20.96705602,21.09751619,0
1993-02-01,6.847408337,17.91613691,18.07472308,18.9443008,18.94942468,0
1993-02-08,7.71420887,21.36970586,20.2630824,20.70187625,17.02937439,0
1993-02-15,6.181871423,21.26358744,20.06321656,17.16984688,15.39098558,0
1993-02-22,8.358295459,21.09701703,20.73642039,18.74692264,11.92033608,0
1993-03-01,8.140061055,20.70079603,21.40305501,19.55136422,11.46692835,0
1993-03-08,8.817141373,20.31564198,20.76449998,23.84518865,10.77684212,0
1993-03-15,10.09150207,21.18250231,21.79144504,26.58684035,11.69451186,0
1993-03-22,8.078156254,22.85229299,21.62972383,19.34802912,12.3665459,0
1993-03-29,7.626263836,23.78458631,22.32338539,25.13054443,18.23932659,0
1993-04-05,7.474029941,23.5067879,20.89993066,15.45451212,18.63707711,0
1993-04-12,7.458898802,21.46585967,21.90516194,18.37214088,22.37829538,0
1993-04-19,8.037979504,20.75546378,21.57367089,18.99874584,23.23233669,0
1993-04-26,8.228432103,21.86816638,21.9434116,17.66975406,20.68908151,0
1993-05-03,7.871610129,19.74647996,21.74994142,16.76415416,19.62720206,0
1993-05-10,8.06973699,21.56572146,20.88874079,22.48155048,21.25708128,0
1993-05-17,6.848615183,20.7680107,20.55952636,20.2734102,18.15434762,0
1993-05-24,7.833857811,20.07428723,20.48499105,21.67853993,14.3528682,0
1993-05-31,5.618959027,18.52891279,19.67529475,22.19503392,13.38229189,0
1993-06-07,8.073193602,20.18662454,20.09401628,20.46987541,12.30560923,0
1993-06-14,5.422245669,18.66387748,19.01197472,21.16986785,14.31743338,0
1993-06-21,3.365525845,17.53276657,17.24918929,18.49408654,15.05920224,0
1993-06-28,2.569107502,15.32773779,18.01258897,14.63901984,16.16764624,0
1993-07-05,3.539789014,17.66980169,17.17804469,20.87075914,19.30206007,0
1993-07-12,2.259958893,18.97567328,16.38778377,15.43608528,22.53601208,0
1993-07-19,2.640976059,18.38823478,16.10826225,13.92018667,22.33247713,0
1993-07-26,1.869621764,15.81928788,16.33108838,15.74263051,23.20780375,0
1993-08-02,0.8268473537,15.25746421,16.52399668,13.12124351,20.94095225,0
1993-08-09,-0.4024070093,15.95316096,15.64097895,14.23209556,19.2142244,0
1993-08-16,-1.477400966,14.15906082,14.85419457,16.18960802,18.55658698,0
1993-08-23,-0.7614342815,15.18687257,15.11303277,15.93010589,15.93186726,0
1993-08-30,0.2491186661,15.43880015,14.44317472,11.97922967,14.41525437,0
1993-09-06,-0.6209874693,15.75185201,14.1776186,13.06180267,15.1154196,0
1993-09-13,-2.240447866,14.34513684,13.86810958,17.66828993,15.66568926,0
1993-09-20,-0.9103634446,14.23278188,13.56054123,15.92565598,18.52294743,0
1993-09-27,-0.7146826203,13.62201741,14.30503815,20.72519512,19.04014074,0
1993-10-04,-1.927401807,13.80957528,14.71548237,18.17684015,21.49398088,0
1993-10-11,-0.7609839812,14.61881202,14.79697908,18.27817012,22.51381006,0
1993-10-18,-0.656872495,15.49228429,14.91693532,10.96131314,24.33456365,0
1993-10-25,-1.590250426,16.3863045,14.99984684,17.76430093,25.53985111,0
1993-11-01,0.2428680309,15.08190172,16.18920377,15.72576027,24.61560066,0
1993-11-08,0.8382307855,17.85013483,15.6988803,14.70450085,22.25688349,0
1993-11-15,1.807437952,16.61326311,17.27240067,17.38843273,17.20922981,0
1993-11-22,2.273478318,17.43830897,16.95856776,20.29531087,18.06753192,0
1993-11-29,0.3787147718,17.32917246,17.70016652,19.57887891,13.88640016,0
1993-12-06,1.389150525,16.3027353,17.99358297,16.09155416,16.43457295,0
1993-12-13,3.438456946,20.28746707,19.15272061,21.63079842,16.11729614,0
1993-12-20,4.05110255,20.8341605,20.58497283,18.18455397,19.07891745,0
1993-12-27,4.675047686,20.51867244,21.05781404,21.45004936,19.46755165,0
1994-01-03,8.635414892,21.56967412,21.99189446,20.5926332,24.39478349,0
1994-01-10,5.967468832,22.71251754,22.45764959,21.53997957,23.64994458,0
1994-01-17,7.128590075,21.31047858,22.32118952,25.17175336,25.39508946,0
1994-01-24,7.517617624,22.99456318,23.35822125,20.4030347,24.87698659,0
1994-01-31,7.751714985,24.93458841,23.75022417,29.97590896,22.86132844,0
1994-02-07,7.280344047,23.46132387,25.38090074,19.25235508,22.69110589,0
1994-02-14,8.801522961,25.53611167,24.64415942,23.44955069,22.1095108,0
1994-02-21,7.662094115,24.35833752,26.16176817,26.825555,20.95129193,0
1994-02-28,8.530461522,26.59371011,26.57375706,27.88022263,17.12207457,0
1994-03-07,8.549717666,26.43943973,27.38989131,26.17365405,17.9531369,0
1994-03-14,9.316583227,25.13957727,26.54986579,26.58253698,18.01717531,0
1994-03-21,11.67820294,28.12828372,27.31970545,28.19519463,20.17526733,0
1994-03-28,7.552734807,26.36540842,28.24082592,26.40679157,21.75785135,0
1994-04-04,10.08980456,26.35329193,26.85472353,31.34308814,24.71869279,0
1994-04-11,7.701993216,27.35527828,26.38718896,29.67275643,26.95239803,0
1994-04-18,8.683149348,28.22371856,26.1350762,29.69355427,26.78508464,0
1994-04-25,10.01623073,25.91145831,27.28363614,24.02880996,27.09758691,0
1994-05-02,8.699199349,26.77659918,25.77334423,26.47675406,25.85718317,0
1994-05-09,7.204808963,26.87137024,26.25639421,25.54115589,24.72298164,0
1994-05-16,7.160309582,26.8087189,26.33426988,23.09880916,20.53738951,0
1994-05-23,8.099921483,25.91676529,25.8329115,26.82081629,19.5328445,0
1994-05-30,6.193249229,24.95658802,25.53633829,23.71067859,20.23692426,0
1994-06-06,6.609483025,24.04543421,24.98416936,26.83923592,19.30051578,0
1994-06-13,5.882150161,24.4827222,25.03601123,21.18600363,20.43425972,0
1994-06-20,4.611083054,22.83054439,23.42652521,29.05980524,21.00081598,0
1994-06-27,6.823944089,20.47864952,23.06150243,20.71100202,23.72099756,0
1994-07-04,4.731235621,23.3338764,22.51098688,23.55522361,26.82585203,0
1994-07-11,1.498279092,23.30735652,22.81851758,24.77899961,29.27517486,0
1994-07-18,3.15342988,19.56404313,22.37717486,20.21505427,26.71194146,0
1994-07-25,1.774597675,20.46665344,21.7019968,24.03379007,27.15963991,0
1994-08-01,2.792109601,21.67883053,21.6514231,17.37212547,28.52505739,0
1994-08-08,0.6918659704,22.74188218,20.09536628,25.04073981,24.91968897,0
1994-08-15,0.9627098177,20.37823997,21.19105831,20.39989405,22.23170089,0
1994-08-22,1.23006795,19.35707773,20.84669998,18.29584645,19.63022572,0
1994-08-29,1.298475066,19.68982343,20.24053087,18.97517455,19.06990209,0
1994-09-05,-0.9953776205,21.09979521,20.61581824,22.15167659,18.03408635,0
1994-09-12,-0.289210323,18.99932673,18.81697931,17.89192504,22.47617494,0
1994-09-19,-0.5184896817,18.83726362,19.37423156,17.38838256,22.25394809,0
1994-09-26,-0.7133292326,19.21725648,19.33234827,19.03539021,24.64204946,0
1994-10-03,1.76190987,18.88312702,20.19719529,16.30556929,27.71169254,0
1994-10-10,0.5302726238,20.16796123,19.52022054,25.50692264,29.9772645,0
1994-10-17,-0.9359651678,21.94959725,20.70366636,18.62573501,30.90943253,1
1994-10-24,1.510581819,20.99579914,21.35798794,23.16757023,30.84870316,1
1994-10-31,3.047236868,20.83272717,21.43268212,21.71349092,27.88476774,1
1994-11-07,2.34991152,21.26563499,21.69932177,18.60384411,26.19871152,1
1994-11-14,0.2450167428,20.5211959,21.59045004,22.06652258,24.97245333,1
1994-11-21,1.775442193,23.54278604,22.23625078,25.0116846,21.65699765,1
1994-11-28,4.063295289,23.19854694,23.90119359,22.71160013,20.91981215,1
1994-12-05,2.659306099,23.74649565,24.31665007,27.5063144,21.13521939,1
1994-12-12,4.407241107,27.79652925,24.58391192,27.66796786,22.47026575,1
1994-12-19,5.351950652,25.59606951,25.08836183,28.05406116,21.79870318,1
1994-12-26,4.273069528,25.24820895,24.98709606,24.62102968,26.71474565,1
1995-01-02,5.763158045,26.27632581,26.16725719,23.46315606,28.1898918,1
1995-01-09,3.195310981,28.54502403,28.35228787,25.55581551,31.02237704,1
1995-01-16,6.008636794,28.18629485,27.43279665,28.66174726,32.04047606,1
1995-01-23,7.351047709,27.28533788,28.81835577,30.360976,32.68299627,1
1995-01-30,6.892540552,30.25955267,29.84404572,22.82560952,31.16906694,1
1995-02-06,10.2680246,29.24746921,29.28815196,29.89127369,29.14314998,1
1995-02-13,7.652412363,32.31585152,30.53490898,30.91682142,26.947092,1
1995-02-20,9.034874843,31.9949674,31.3838771,30.08228656,23.77576569,1
1995-02-27,9.938020706,30.87995823,31.33352979,35.20110165,22.25710387,1
1995-03-06,11.5163545,32.95609758,33.10928274,32.94042144,22.90927271,1
1995-03-13,8.838846936,32.0225646,31.12040946,35.88528481,23.71716162,1
1995-03-20,11.56670812,33.01631805,32.69290864,31.51566281,24.5673179,1
1995-03-27,10.47023306,32.78473282,32.21359913,35.11243248,27.70482341,1
1995-04-03,9.462035719,31.51718772,32.74950445,37.26874355,29.68851939,1
1995-04-10,10.81681256,31.71115925,32.57536266,36.28978943,30.76098642,1
1995-04-17,10.39414091,33.30504203,31.90850311,28.99865643,33.85400511,1
1995-04-24,9.367063251,31.7925048,32.24177832,31.3662519,32.43028046,1
1995-05-01,9.744721414,31.51127087,30.9859686,30.87942521,33.16432155,1
1995-05-08,8.937240144,30.68743116,31.94417749,33.11031735,27.47108605,1
1995-05-15,9.029130636,31.73921236,31.46469252,33.37467396,26.24664291,1
1995-05-22,9.122454408,33.00284865,31.25965382,28.42364571,24.81702555,1
1995-05-29,9.549632676,29.45608295,31.05267502,30.7271314,24.66229988,1
1995-06-05,6.195208936,30.09724389,30.25683436,24.01324244,23.735925,1
1995-06-12,9.009611696,31.00879888,29.67062303,33.92241334,24.59555342,1
1995-06-19,4.350595602,29.02304201,28.66214923,27.56556068,25.04912035,1
1995-06-26,5.568214905,29.0523718,28.24388962,28.76759182,27.4430586,1
1995-07-03,5.725633805,27.03492307,28.69068391,27.16836746,31.34612052,1
1995-07-10,4.844413546,28.03172878,28.32158938,31.0415044,31.55081334,1
1995-07-17,3.384276045,26.9398313,27.00792035,18.61445624,33.33166662,1
1995-07-24,3.268261889,27.66211414,26.69938551,26.62655311,34.17599854,1
1995-07-31,2.486675332,27.44706232,25.80736908,25.94221999,31.43328902,1
1995-08-07,1.935021952,28.47395035,26.47076513,24.52347755,32.00193428,1
1995-08-14,2.967048356,26.13707943,25.89015467,30.7361259,29.32735802,1
1995-08-21,2.122096156,25.61087699,26.25568939,22.62309229,24.51296671,1
1995-08-28,0.7798102765,25.26710417,24.63355833,27.3881084,23.89254754,1
1995-09-04,2.144518662,24.57175249,24.73591484,25.99367715,22.35067839,1
1995-09-11,1.392590434,25.18377476,24.96101387,28.62984867,24.80248931,1
1995-09-18,1.809317748,24.54105422,25.1597004,22.83488838,28.24277262,1
1995-09-25,1.609628842,25.06846098,24.79216618,22.7010933,29.48610506,1
1995-10-02,0.2074606186,26.35405317,24.59997508,16.37236301,32.7844131,1
1995-10-09,0.6051098727,24.23874835,25.68599468,36.56242114,32.69258501,1
1995-10-16,2.112212392,26.66479735,25.88548647,16.90872656,35.96151963,1
1995-10-23,2.243090137,27.18983494,25.41458282,14.10971039,34.41997199,1
1995-10-30,1.944179077,26.16701214,26.96280207,26.09815556,33.72778297,1
1995-11-06,2.474773642,24.63559136,27.34254561,29.81771145,31.60370382,1
1995-11-13,4.082051605,26.67656472,27.35153496,11.27496094,28.13187316,1
1995-11-20,2.708104878,29.15667081,27.8994752,21.77008963,26.23130238,1
1995-11-27,4.383481521,28.45351608,28.75341303,21.66879315,27.09271326,1
1995-12-04,4.204782912,28.12767333,28.69612403,39.15424397,26.33544779,1
1995-12-11,4.785740475,29.29864676,29.81843742,27.94308938,27.93512971,1
1995-12-18,6.716093451,31.33793663,29.42112483,18.8011389,29.10104238,1
1995-12-25,7.065416349,31.74673357,31.63822782,27.68060042,31.34299063,1
1996-01-01,7.676193037,31.6637513,31.12193679,31.44879409,31.89760524,1
1996-01-08,8.782057129,32.22975391,33.34828824,36.82193511,35.24455263,1
1996-01-15,8.094028277,32.88126629,33.10796439,37.2361445,36.43616005,1
1996-01-22,9.325568832,33.00120568,33.81778237,34.09831945,38.22818841,1
1996-01-29,8.870056977,36.15569942,34.22645678,39.85618619,35.70256992,1
1996-02-05,9.999779644,34.79329282,34.97159385,26.10653542,34.5326395,1
1996-02-12,9.992410686,36.85971226,36.35181941,32.79325445,31.30095938,1
1996-02-19,10.61191529,37.63623538,34.871015,14.57843969,27.97308348,1
1996-02-26,11.44243715,37.52559103,37.16576282,43.62894298,27.542043,1
1996-03-04,10.29686053,36.4434609,37.04409295,38.51961589,27.47267928,1
1996-03-11,13.40709636,37.55843918,36.55119826,32.84690325,27.2459251,1
1996-03-18,10.43752699,37.33934876,36.82588817,52.69011586,29.69199676,1
1996-03-25,10.28581139,36.59629814,38.33819651,40.06635326,32.29423301,1
1996-04-01,12.64165524,37.88790365,37.09079093,31.38471619,36.52923569,1
1996-04-08,12.18637178,36.3756693,36.97803383,50.87339449,34.7341788,1
1996-04-15,11.85920103,38.6627606,38.04373848,39.71357698,38.96936279,1
1996-04-22,11.63562564,36.86266283,37.49655657,37.66085191,36.63828598,1
1996-04-29,10.70267256,37.31607899,36.64595654,34.44712534,34.9435341,1
1996-05-06,9.465299369,37.12584161,36.95086623,38.03967945,35.47652045,1
1996-05-13,10.03141785,36.25670832,36.00273695,38.86742927,32.73531975,1
1996-05-20,8.823162022,36.72701754,36.69073443,39.73820123,31.23890541,1
1996-05-27,9.978735594,35.2487122,36.25430134,18.78733112,29.52562073,1
1996-06-03,8.325967054,36.14432173,35.53902753,30.38808957,30.59630063,1
1996-06-10,7.091081125,33.45059864,34.97740885,50.72907137,30.04380451,1
1996-06-17,7.02129756,34.42906298,35.18327746,27.69290281,31.21990676,1
1996-06-24,7.172931454,35.738929,33.79984316,27.04429316,34.14292638,1
1996-07-01,5.613592046,32.29698527,32.70637954,34.70968164,37.46708499,1
1996-07-08,4.781201283,32.12567671,33.02815863,20.51646307,37.335544,1
1996-07-15,5.290662776,32.84088341,33.36999909,14.76742758,38.41165579,1
1996-07-22,4.761350711,32.05596592,31.36900439,31.98861141,38.5661212,1
1996-07-29,3.512733091,31.81030637,31.27894488,27.65254633,35.51103049,1
1996-08-05,3.093348403,31.57357384,31.29260973,32.10512766,35.73465673,1
1996-08-12,3.389496197,31.39216773,30.73049383,26.43309474,31.41729297,1
1996-08-19,1.356996329,31.59478051,29.99392888,33.29775598,31.33744602,1
1996-08-26,1.105256097,30.68253853,30.8336488,35.56749861,30.89020854,1
1996-09-02,1.566474565,29.88366113,31.28493915,30.67965639,29.35957917,1
1996-09-09,1.911843761,30.71786461,30.14335664,28.7701295,32.46219654,1
1996-09-16,2.347363195,31.93633756,29.58442148,30.37176133,31.21588324,1
1996-09-23,3.495356217,29.96736625,29.32551974,35.48872402,36.29126068,1
